"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YLR449W","1179","1297","FKBP Proline Rotamase (isomerase)"
"YLR449W","1179","1325","FKBP Proline Rotamase (isomerase)"
"YLR449W","1179","1345","FKBP Proline Rotamase (isomerase)"
"YLR450W","3138","3379","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YLR450W","3138","3397","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YLR451W","2661","2933","LEUcine biosynthesis"
"YLR451W","2661","2991","LEUcine biosynthesis"
"YLR452C","2097","2455","SuperSensiTive"
"YLR453C","1188","2051","Rap1p-Interacting Factor"
"YLR455W","915","1667","PWWP Domain-containing Protein"
"YLR455W","915","1670","PWWP Domain-containing Protein"
"YLR456W","615","791",""
"YLR456W","615","813",""
"YLR457C","960","1191","Nap1 Binding Protein"
"YLR457C","960","1492","Nap1 Binding Protein"
"YLR459W","1185","1254","GPI and Actin Bar"
"YLR459W","1185","1259","GPI and Actin Bar"
"YLR459W","1185","1270","GPI and Actin Bar"
"YLR459W","1185","1275","GPI and Actin Bar"
"YLR459W","1185","1502","GPI and Actin Bar"
"YLR459W","1185","1725","GPI and Actin Bar"
"YLR460C","1131","1434",""
"YML001W","627","824","Yeast Protein Two"
"YML001W","627","982","Yeast Protein Two"
"YML001W","627","989","Yeast Protein Two"
"YML002W","2214","3186",""
"YML004C","981","1101","GLyOxalase"
"YML004C","981","1167","GLyOxalase"
"YML004C","981","1172","GLyOxalase"
"YML004C","981","1178","GLyOxalase"
"YML004C","981","1190","GLyOxalase"
"YML004C","981","1305","GLyOxalase"
"YML004C","981","1313","GLyOxalase"
"YML005W","1389","1479","TRna Methyltransferase"
"YML005W","1389","1636","TRna Methyltransferase"
"YML006C","2325","2587","GIg1-2 Suppressor"
"YML006C","2325","2612","GIg1-2 Suppressor"
"YML007C-A","111","352","mitochondrial MINi protein of 4 kDa"
"YML007C-A","111","631","mitochondrial MINi protein of 4 kDa"
"YML007W","1953","2305","Yeast AP-1"
"YML007W","1953","2321","Yeast AP-1"
"YML007W","1953","2326","Yeast AP-1"
"YML007W","1953","2333","Yeast AP-1"
"YML007W","1953","2339","Yeast AP-1"
"YML007W","1953","2360","Yeast AP-1"
"YML007W","1953","2375","Yeast AP-1"
"YML008C","1152","1253","ERGosterol biosynthesis"
"YML008C","1152","1258","ERGosterol biosynthesis"
"YML008C","1152","1275","ERGosterol biosynthesis"
"YML008C","1152","1322","ERGosterol biosynthesis"
"YML008C","1152","1330","ERGosterol biosynthesis"
"YML008C","1152","1514","ERGosterol biosynthesis"
"YML008C","1152","1527","ERGosterol biosynthesis"
"YML009C","213","549","Mitochondrial Ribosomal Protein, Large subunit"
"YML009C","213","1203","Mitochondrial Ribosomal Protein, Large subunit"
"YML009W-B","477","2615",""
"YML009W-B","477","2965",""
"YML011C","534","702","RADiation sensitive"
"YML011C","534","754","RADiation sensitive"
"YML011C","534","883","RADiation sensitive"
"YML012W","636","784","ER Vesicle"
"YML012W","636","789","ER Vesicle"
"YML012W","636","805","ER Vesicle"
"YML012W","636","810","ER Vesicle"
"YML012W","636","825","ER Vesicle"
"YML012W","636","843","ER Vesicle"
"YML012W","636","2177","ER Vesicle"
"YML012W","636","2723","ER Vesicle"
"YML013W","1755","2019","UBiquitin regulatory X"
"YML013W","1755","2021","UBiquitin regulatory X"
"YML014W","840","946","TRna Methyltransferase"
"YML014W","840","954","TRna Methyltransferase"
"YML014W","840","969","TRna Methyltransferase"
"YML014W","840","982","TRna Methyltransferase"
"YML015C","1041","1224","TATA binding protein-Associated Factor"
"YML015C","1041","1230","TATA binding protein-Associated Factor"
"YML018C","1182","1444",""
"YML018C","1182","1513",""
"YML018C","1182","1563",""
"YML019W","999","1317","OligoSaccharylTransferase"
"YML019W","999","1331","OligoSaccharylTransferase"
"YML019W","999","1332","OligoSaccharylTransferase"
"YML019W","999","1341","OligoSaccharylTransferase"
"YML020W","1995","2339",""
"YML021C","1080","1249","Uracil DNA N-Glycosylase"
"YML021C","1080","1273","Uracil DNA N-Glycosylase"
"YML021C","1080","1290","Uracil DNA N-Glycosylase"
"YML022W","564","760","Adenine PhosphoribosylTransferase"
"YML022W","564","789","Adenine PhosphoribosylTransferase"
"YML022W","564","794","Adenine PhosphoribosylTransferase"
"YML022W","564","801","Adenine PhosphoribosylTransferase"
"YML022W","564","804","Adenine PhosphoribosylTransferase"
"YML022W","564","809","Adenine PhosphoribosylTransferase"
"YML022W","564","828","Adenine PhosphoribosylTransferase"
"YML022W","564","835","Adenine PhosphoribosylTransferase"
"YML022W","564","1083","Adenine PhosphoribosylTransferase"
"YML022W","564","1589","Adenine PhosphoribosylTransferase"
"YML023C","1671","1809","Non-SMC Element"
"YML023C","1671","1937","Non-SMC Element"
"YML024W","809","876","Ribosomal Protein of the Small subunit"
"YML024W","809","882","Ribosomal Protein of the Small subunit"
"YML024W","809","884","Ribosomal Protein of the Small subunit"
"YML024W","809","888","Ribosomal Protein of the Small subunit"
"YML024W","809","890","Ribosomal Protein of the Small subunit"
"YML024W","809","894","Ribosomal Protein of the Small subunit"
"YML024W","809","896","Ribosomal Protein of the Small subunit"
"YML024W","809","900","Ribosomal Protein of the Small subunit"
"YML024W","809","900","Ribosomal Protein of the Small subunit"
"YML024W","809","901","Ribosomal Protein of the Small subunit"
"YML024W","809","906","Ribosomal Protein of the Small subunit"
"YML024W","809","906","Ribosomal Protein of the Small subunit"
"YML024W","809","912","Ribosomal Protein of the Small subunit"
"YML024W","809","912","Ribosomal Protein of the Small subunit"
"YML024W","809","921","Ribosomal Protein of the Small subunit"
"YML024W","809","924","Ribosomal Protein of the Small subunit"
"YML024W","809","929","Ribosomal Protein of the Small subunit"
"YML024W","809","939","Ribosomal Protein of the Small subunit"
"YML024W","809","944","Ribosomal Protein of the Small subunit"
"YML024W","809","945","Ribosomal Protein of the Small subunit"
"YML024W","809","952","Ribosomal Protein of the Small subunit"
"YML024W","809","955","Ribosomal Protein of the Small subunit"
"YML024W","809","962","Ribosomal Protein of the Small subunit"
"YML024W","809","963","Ribosomal Protein of the Small subunit"
"YML024W","809","968","Ribosomal Protein of the Small subunit"
"YML024W","809","979","Ribosomal Protein of the Small subunit"
"YML024W","809","1099","Ribosomal Protein of the Small subunit"
"YML024W","809","1103","Ribosomal Protein of the Small subunit"
"YML025C","960","1124",""
"YML025C","960","1134",""
"YML025C","960","1147",""
"YML025C","960","1198",""
"YML026C","842","906","Ribosomal Protein of the Small subunit"
"YML026C","842","943","Ribosomal Protein of the Small subunit"
"YML026C","842","955","Ribosomal Protein of the Small subunit"
"YML026C","842","963","Ribosomal Protein of the Small subunit"
"YML026C","842","1039","Ribosomal Protein of the Small subunit"
"YML026C","842","1046","Ribosomal Protein of the Small subunit"
"YML026C","842","1047","Ribosomal Protein of the Small subunit"
"YML026C","842","1053","Ribosomal Protein of the Small subunit"
"YML026C","842","1054","Ribosomal Protein of the Small subunit"
"YML026C","842","1055","Ribosomal Protein of the Small subunit"
"YML026C","842","1058","Ribosomal Protein of the Small subunit"
"YML026C","842","1061","Ribosomal Protein of the Small subunit"
"YML026C","842","1062","Ribosomal Protein of the Small subunit"
"YML026C","842","1066","Ribosomal Protein of the Small subunit"
"YML026C","842","1069","Ribosomal Protein of the Small subunit"
"YML026C","842","1072","Ribosomal Protein of the Small subunit"
"YML026C","842","1073","Ribosomal Protein of the Small subunit"
"YML026C","842","1073","Ribosomal Protein of the Small subunit"
"YML026C","842","1074","Ribosomal Protein of the Small subunit"
"YML026C","842","1080","Ribosomal Protein of the Small subunit"
"YML026C","842","1081","Ribosomal Protein of the Small subunit"
"YML026C","842","1086","Ribosomal Protein of the Small subunit"
"YML026C","842","1089","Ribosomal Protein of the Small subunit"
"YML026C","842","1100","Ribosomal Protein of the Small subunit"
"YML026C","842","1103","Ribosomal Protein of the Small subunit"
"YML026C","842","1106","Ribosomal Protein of the Small subunit"
"YML026C","842","1112","Ribosomal Protein of the Small subunit"
"YML026C","842","1123","Ribosomal Protein of the Small subunit"
"YML026C","842","1132","Ribosomal Protein of the Small subunit"
"YML026C","842","1222","Ribosomal Protein of the Small subunit"
"YML026C","842","1283","Ribosomal Protein of the Small subunit"
"YML027W","1158","1398","Yeast homeobOX"
"YML027W","1158","1587","Yeast homeobOX"
"YML028W","591","685","Thiol-Specific Antioxidant"
"YML028W","591","695","Thiol-Specific Antioxidant"
"YML028W","591","697","Thiol-Specific Antioxidant"
"YML028W","591","697","Thiol-Specific Antioxidant"
"YML028W","591","702","Thiol-Specific Antioxidant"
"YML028W","591","703","Thiol-Specific Antioxidant"
"YML028W","591","703","Thiol-Specific Antioxidant"
"YML028W","591","708","Thiol-Specific Antioxidant"
"YML028W","591","708","Thiol-Specific Antioxidant"
"YML028W","591","709","Thiol-Specific Antioxidant"
"YML028W","591","714","Thiol-Specific Antioxidant"
"YML028W","591","714","Thiol-Specific Antioxidant"
"YML028W","591","714","Thiol-Specific Antioxidant"
"YML028W","591","715","Thiol-Specific Antioxidant"
"YML028W","591","720","Thiol-Specific Antioxidant"
"YML028W","591","720","Thiol-Specific Antioxidant"
"YML028W","591","720","Thiol-Specific Antioxidant"
"YML028W","591","721","Thiol-Specific Antioxidant"
"YML028W","591","721","Thiol-Specific Antioxidant"
"YML028W","591","726","Thiol-Specific Antioxidant"
"YML028W","591","726","Thiol-Specific Antioxidant"
"YML028W","591","726","Thiol-Specific Antioxidant"
"YML028W","591","727","Thiol-Specific Antioxidant"
"YML028W","591","729","Thiol-Specific Antioxidant"
"YML028W","591","732","Thiol-Specific Antioxidant"
"YML028W","591","732","Thiol-Specific Antioxidant"
"YML028W","591","733","Thiol-Specific Antioxidant"
"YML028W","591","734","Thiol-Specific Antioxidant"
"YML028W","591","736","Thiol-Specific Antioxidant"
"YML028W","591","738","Thiol-Specific Antioxidant"
"YML028W","591","739","Thiol-Specific Antioxidant"
"YML028W","591","740","Thiol-Specific Antioxidant"
"YML028W","591","741","Thiol-Specific Antioxidant"
"YML028W","591","745","Thiol-Specific Antioxidant"
"YML028W","591","746","Thiol-Specific Antioxidant"
"YML028W","591","747","Thiol-Specific Antioxidant"
"YML028W","591","753","Thiol-Specific Antioxidant"
"YML028W","591","753","Thiol-Specific Antioxidant"
"YML028W","591","760","Thiol-Specific Antioxidant"
"YML028W","591","771","Thiol-Specific Antioxidant"
"YML028W","591","777","Thiol-Specific Antioxidant"
"YML028W","591","1757","Thiol-Specific Antioxidant"
"YML028W","591","2567","Thiol-Specific Antioxidant"
"YML029W","2517","2922","U1-Snp1 Associating"
"YML029W","2517","2981","U1-Snp1 Associating"
"YML030W","480","649","Respiratory superComplex Factor"
"YML030W","480","655","Respiratory superComplex Factor"
"YML030W","480","708","Respiratory superComplex Factor"
"YML030W","480","714","Respiratory superComplex Factor"
"YML030W","480","723","Respiratory superComplex Factor"
"YML030W","480","729","Respiratory superComplex Factor"
"YML030W","480","735","Respiratory superComplex Factor"
"YML030W","480","741","Respiratory superComplex Factor"
"YML030W","480","744","Respiratory superComplex Factor"
"YML030W","480","762","Respiratory superComplex Factor"
"YML030W","480","811","Respiratory superComplex Factor"
"YML030W","480","1898","Respiratory superComplex Factor"
"YML031W","1968","2065","Nuclear Division Cycle"
"YML031W","1968","2086","Nuclear Division Cycle"
"YML031W","1968","2086","Nuclear Division Cycle"
"YML031W","1968","2113","Nuclear Division Cycle"
"YML032C","1416","1754","RADiation sensitive"
"YML032C","1416","1760","RADiation sensitive"
"YML032C","1416","1762","RADiation sensitive"
"YML032C","1416","1767","RADiation sensitive"
"YML034W","2631","2873","Spliced mRNA and Cell cycle regulated gene"
"YML034W","2631","2912","Spliced mRNA and Cell cycle regulated gene"
"YML034W","2631","2930","Spliced mRNA and Cell cycle regulated gene"
"YML035C","2433","2800","AMP Deaminase"
"YML035C","2433","2888","AMP Deaminase"
"YML036W","652","922","homolog of human CGI-121"
"YML036W","652","936","homolog of human CGI-121"
"YML036W","652","1289","homolog of human CGI-121"
"YML036W","652","1359","homolog of human CGI-121"
"YML038C","1329","1639",""
"YML038C","1329","1659",""
"YML038C","1329","1675",""
"YML038C","1329","1685",""
"YML038C","1329","1691",""
"YML038C","1329","1724",""
"YML038C","1329","1748",""
"YML041C","843","976","Vacuolar Protein Sorting"
"YML041C","843","1000","Vacuolar Protein Sorting"
"YML041C","843","1004","Vacuolar Protein Sorting"
"YML042W","2013","2279","Carnitine AcetylTransferase"
"YML043C","1524","1824","Regulation of RNA polymerase I"
"YML043C","1524","1830","Regulation of RNA polymerase I"
"YML043C","1524","1842","Regulation of RNA polymerase I"
"YML043C","1524","1849","Regulation of RNA polymerase I"
"YML043C","1524","1849","Regulation of RNA polymerase I"
"YML043C","1524","1865","Regulation of RNA polymerase I"
"YML046W","1890","2046","Pre-mRNA Processing"
"YML046W","1890","2090","Pre-mRNA Processing"
"YML048W","1212","1415","Glucose Signaling Factor"
"YML048W","1212","1420","Glucose Signaling Factor"
"YML048W","1212","1437","Glucose Signaling Factor"
"YML048W","1212","1442","Glucose Signaling Factor"
"YML048W","1212","1450","Glucose Signaling Factor"
"YML048W","1212","1455","Glucose Signaling Factor"
"YML048W","1212","1603","Glucose Signaling Factor"
"YML048W","1212","1615","Glucose Signaling Factor"
"YML050W","936","1079","Altered Inheritance rate of Mitochondria"
"YML050W","936","1085","Altered Inheritance rate of Mitochondria"
"YML051W","1308","1463","GALactose metabolism"
"YML051W","1308","1476","GALactose metabolism"
"YML051W","1308","1494","GALactose metabolism"
"YML051W","1308","1569","GALactose metabolism"
"YML051W","1308","1621","GALactose metabolism"
"YML052W","909","975","SUppressor of Rvs167 mutation"
"YML052W","909","997","SUppressor of Rvs167 mutation"
"YML052W","909","1025","SUppressor of Rvs167 mutation"
"YML052W","909","1031","SUppressor of Rvs167 mutation"
"YML052W","909","1091","SUppressor of Rvs167 mutation"
"YML052W","909","1111","SUppressor of Rvs167 mutation"
"YML053C","639","708",""
"YML053C","639","918",""
"YML053C","639","2189",""
"YML054C","1776","2000","CYtochrome B"
"YML055W","537","583","Signal Peptidase Complex"
"YML055W","537","591","Signal Peptidase Complex"
"YML055W","537","596","Signal Peptidase Complex"
"YML055W","537","606","Signal Peptidase Complex"
"YML055W","537","616","Signal Peptidase Complex"
"YML055W","537","621","Signal Peptidase Complex"
"YML055W","537","622","Signal Peptidase Complex"
"YML055W","537","823","Signal Peptidase Complex"
"YML055W","537","827","Signal Peptidase Complex"
"YML056C","1983","2085","IMP Dehydrogenase"
"YML056C","1983","2264","IMP Dehydrogenase"
"YML056C","1983","2285","IMP Dehydrogenase"
"YML057W","1815","1999","CalModulin binding Protein"
"YML057W","1815","2017","CalModulin binding Protein"
"YML057W","1815","2023","CalModulin binding Protein"
"YML057W","1815","2062","CalModulin binding Protein"
"YML058W","315","542","Suppressor of Mec1 Lethality"
"YML058W","315","555","Suppressor of Mec1 Lethality"
"YML058W","315","559","Suppressor of Mec1 Lethality"
"YML058W","315","563","Suppressor of Mec1 Lethality"
"YML058W","315","567","Suppressor of Mec1 Lethality"
"YML058W","315","569","Suppressor of Mec1 Lethality"
"YML058W","315","572","Suppressor of Mec1 Lethality"
"YML058W","315","573","Suppressor of Mec1 Lethality"
"YML058W","315","577","Suppressor of Mec1 Lethality"
"YML058W","315","577","Suppressor of Mec1 Lethality"
"YML058W","315","578","Suppressor of Mec1 Lethality"
"YML058W","315","579","Suppressor of Mec1 Lethality"
"YML058W","315","583","Suppressor of Mec1 Lethality"
"YML058W","315","585","Suppressor of Mec1 Lethality"
"YML058W","315","588","Suppressor of Mec1 Lethality"
"YML058W","315","589","Suppressor of Mec1 Lethality"
"YML058W","315","591","Suppressor of Mec1 Lethality"
"YML058W","315","593","Suppressor of Mec1 Lethality"
"YML058W","315","596","Suppressor of Mec1 Lethality"
"YML058W","315","599","Suppressor of Mec1 Lethality"
"YML058W","315","601","Suppressor of Mec1 Lethality"
"YML058W","315","606","Suppressor of Mec1 Lethality"
"YML058W","315","607","Suppressor of Mec1 Lethality"
"YML058W","315","607","Suppressor of Mec1 Lethality"
"YML058W","315","607","Suppressor of Mec1 Lethality"
"YML058W","315","609","Suppressor of Mec1 Lethality"
"YML058W","315","612","Suppressor of Mec1 Lethality"
"YML058W","315","615","Suppressor of Mec1 Lethality"
"YML058W","315","618","Suppressor of Mec1 Lethality"
"YML058W","315","619","Suppressor of Mec1 Lethality"
"YML058W","315","623","Suppressor of Mec1 Lethality"
"YML058W","315","624","Suppressor of Mec1 Lethality"
"YML058W","315","627","Suppressor of Mec1 Lethality"
"YML058W","315","631","Suppressor of Mec1 Lethality"
"YML058W","315","643","Suppressor of Mec1 Lethality"
"YML058W","315","643","Suppressor of Mec1 Lethality"
"YML058W","315","665","Suppressor of Mec1 Lethality"
"YML058W","315","675","Suppressor of Mec1 Lethality"
"YML058W","315","707","Suppressor of Mec1 Lethality"
"YML058W-A","207","374",""
"YML058W-A","207","388",""
"YML058W-A","207","390",""
"YML058W-A","207","397",""
"YML060W","1131","1337","8-OxoGuanine Glycosylase/lyase"
"YML060W","1131","1350","8-OxoGuanine Glycosylase/lyase"
"YML060W","1131","1356","8-OxoGuanine Glycosylase/lyase"
"YML060W","1131","1361","8-OxoGuanine Glycosylase/lyase"
"YML060W","1131","1421","8-OxoGuanine Glycosylase/lyase"
"YML060W","1131","1428","8-OxoGuanine Glycosylase/lyase"
"YML061C","2580","2782","Petite Integration Frequency"
"YML061C","2580","2824","Petite Integration Frequency"
"YML062C","1179","1265","Mitochondrial Fusion Targeting"
"YML062C","1179","1304","Mitochondrial Fusion Targeting"
"YML062C","1179","1359","Mitochondrial Fusion Targeting"
"YML062C","1179","1513","Mitochondrial Fusion Targeting"
"YML063W","768","847","Ribosomal Protein of the Small subunit"
"YML063W","768","853","Ribosomal Protein of the Small subunit"
"YML063W","768","859","Ribosomal Protein of the Small subunit"
"YML063W","768","865","Ribosomal Protein of the Small subunit"
"YML063W","768","880","Ribosomal Protein of the Small subunit"
"YML063W","768","886","Ribosomal Protein of the Small subunit"
"YML063W","768","891","Ribosomal Protein of the Small subunit"
"YML063W","768","894","Ribosomal Protein of the Small subunit"
"YML063W","768","897","Ribosomal Protein of the Small subunit"
"YML063W","768","900","Ribosomal Protein of the Small subunit"
"YML063W","768","903","Ribosomal Protein of the Small subunit"
"YML063W","768","909","Ribosomal Protein of the Small subunit"
"YML063W","768","924","Ribosomal Protein of the Small subunit"
"YML063W","768","930","Ribosomal Protein of the Small subunit"
"YML063W","768","938","Ribosomal Protein of the Small subunit"
"YML063W","768","944","Ribosomal Protein of the Small subunit"
"YML063W","768","944","Ribosomal Protein of the Small subunit"
"YML063W","768","950","Ribosomal Protein of the Small subunit"
"YML063W","768","1076","Ribosomal Protein of the Small subunit"
"YML063W","768","1085","Ribosomal Protein of the Small subunit"
"YML064C","738","1007","TErmination of M phase"
"YML064C","738","1098","TErmination of M phase"
"YML064C","738","1099","TErmination of M phase"
"YML065W","2745","2929","Origin Recognition Complex"
"YML065W","2745","2930","Origin Recognition Complex"
"YML065W","2745","2987","Origin Recognition Complex"
"YML065W","2745","2988","Origin Recognition Complex"
"YML065W","2745","2999","Origin Recognition Complex"
"YML067C","1152","1448","ER Vesicle"
"YML067C","1152","1989","ER Vesicle"
"YML068W","1395","1545","Inhibitor of Translation Termination"
"YML068W","1395","1598","Inhibitor of Translation Termination"
"YML068W","1395","1654","Inhibitor of Translation Termination"
"YML068W","1395","2123","Inhibitor of Translation Termination"
"YML069W","1659","1785","POl1 Binding"
"YML069W","1659","1790","POl1 Binding"
"YML069W","1659","1791","POl1 Binding"
"YML069W","1659","1796","POl1 Binding"
"YML069W","1659","1801","POl1 Binding"
"YML069W","1659","1802","POl1 Binding"
"YML069W","1659","1807","POl1 Binding"
"YML069W","1659","1817","POl1 Binding"
"YML069W","1659","1871","POl1 Binding"
"YML070W","1755","1879","DihydroxyAcetone Kinase"
"YML070W","1755","1895","DihydroxyAcetone Kinase"
"YML070W","1755","2082","DihydroxyAcetone Kinase"
"YML070W","1755","2105","DihydroxyAcetone Kinase"
"YML071C","1824","1952","Conserved Oligomeric Golgi complex"
"YML071C","1824","1972","Conserved Oligomeric Golgi complex"
"YML071C","1824","1995","Conserved Oligomeric Golgi complex"
"YML071C","1824","1997","Conserved Oligomeric Golgi complex"
"YML071C","1824","2003","Conserved Oligomeric Golgi complex"
"YML072C","4638","4971","Three Calcium and lipid Binding domains (TriCalBin)"
"YML072C","4638","4972","Three Calcium and lipid Binding domains (TriCalBin)"
"YML073C","946","1015","Ribosomal Protein of the Large subunit"
"YML073C","946","1021","Ribosomal Protein of the Large subunit"
"YML073C","946","1023","Ribosomal Protein of the Large subunit"
"YML073C","946","1026","Ribosomal Protein of the Large subunit"
"YML073C","946","1027","Ribosomal Protein of the Large subunit"
"YML073C","946","1028","Ribosomal Protein of the Large subunit"
"YML073C","946","1032","Ribosomal Protein of the Large subunit"
"YML073C","946","1034","Ribosomal Protein of the Large subunit"
"YML073C","946","1035","Ribosomal Protein of the Large subunit"
"YML073C","946","1035","Ribosomal Protein of the Large subunit"
"YML073C","946","1039","Ribosomal Protein of the Large subunit"
"YML073C","946","1040","Ribosomal Protein of the Large subunit"
"YML073C","946","1040","Ribosomal Protein of the Large subunit"
"YML073C","946","1040","Ribosomal Protein of the Large subunit"
"YML073C","946","1043","Ribosomal Protein of the Large subunit"
"YML073C","946","1045","Ribosomal Protein of the Large subunit"
"YML073C","946","1045","Ribosomal Protein of the Large subunit"
"YML073C","946","1046","Ribosomal Protein of the Large subunit"
"YML073C","946","1048","Ribosomal Protein of the Large subunit"
"YML073C","946","1048","Ribosomal Protein of the Large subunit"
"YML073C","946","1052","Ribosomal Protein of the Large subunit"
"YML073C","946","1053","Ribosomal Protein of the Large subunit"
"YML073C","946","1053","Ribosomal Protein of the Large subunit"
"YML073C","946","1053","Ribosomal Protein of the Large subunit"
"YML073C","946","1054","Ribosomal Protein of the Large subunit"
"YML073C","946","1058","Ribosomal Protein of the Large subunit"
"YML073C","946","1060","Ribosomal Protein of the Large subunit"
"YML073C","946","1060","Ribosomal Protein of the Large subunit"
"YML073C","946","1061","Ribosomal Protein of the Large subunit"
"YML073C","946","1061","Ribosomal Protein of the Large subunit"
"YML073C","946","1065","Ribosomal Protein of the Large subunit"
"YML073C","946","1066","Ribosomal Protein of the Large subunit"
"YML073C","946","1067","Ribosomal Protein of the Large subunit"
"YML073C","946","1068","Ribosomal Protein of the Large subunit"
"YML073C","946","1073","Ribosomal Protein of the Large subunit"
"YML073C","946","1073","Ribosomal Protein of the Large subunit"
"YML073C","946","1075","Ribosomal Protein of the Large subunit"
"YML073C","946","1080","Ribosomal Protein of the Large subunit"
"YML073C","946","1081","Ribosomal Protein of the Large subunit"
"YML073C","946","1088","Ribosomal Protein of the Large subunit"
"YML073C","946","3647","Ribosomal Protein of the Large subunit"
"YML073C","946","3651","Ribosomal Protein of the Large subunit"
"YML074C","1236","1340","Fk 506-sensitive Proline Rotamase"
"YML074C","1236","1373","Fk 506-sensitive Proline Rotamase"
"YML074C","1236","1381","Fk 506-sensitive Proline Rotamase"
"YML074C","1236","1407","Fk 506-sensitive Proline Rotamase"
"YML074C","1236","1443","Fk 506-sensitive Proline Rotamase"
"YML075C","3165","3351","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YML075C","3165","3388","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YML075C","3165","3395","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YML075C","3165","3442","3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase"
"YML076C","2835","3021","Weak Acid Resistance"
"YML077W","480","606","Blocked Early in Transport"
"YML077W","480","672","Blocked Early in Transport"
"YML077W","480","743","Blocked Early in Transport"
"YML078W","549","716","Cyclosporin A-sensitive Proline Rotamase"
"YML078W","549","725","Cyclosporin A-sensitive Proline Rotamase"
"YML078W","549","899","Cyclosporin A-sensitive Proline Rotamase"
"YML078W","549","902","Cyclosporin A-sensitive Proline Rotamase"
"YML079W","606","678",""
"YML079W","606","687",""
"YML079W","606","805",""
"YML079W","606","1041",""
"YML080W","1272","1476","DihydroUridine Synthase"
"YML080W","1272","1483","DihydroUridine Synthase"
"YML080W","1272","1492","DihydroUridine Synthase"
"YML080W","1272","1512","DihydroUridine Synthase"
"YML080W","1272","1525","DihydroUridine Synthase"
"YML081C-A","180","280","ATP synthase"
"YML081C-A","180","296","ATP synthase"
"YML081C-A","180","298","ATP synthase"
"YML081C-A","180","303","ATP synthase"
"YML081C-A","180","306","ATP synthase"
"YML081C-A","180","307","ATP synthase"
"YML081C-A","180","308","ATP synthase"
"YML081C-A","180","314","ATP synthase"
"YML081C-A","180","316","ATP synthase"
"YML081C-A","180","316","ATP synthase"
"YML081C-A","180","319","ATP synthase"
"YML081C-A","180","322","ATP synthase"
"YML081C-A","180","322","ATP synthase"
"YML081C-A","180","322","ATP synthase"
"YML081C-A","180","324","ATP synthase"
"YML081C-A","180","324","ATP synthase"
"YML081C-A","180","327","ATP synthase"
"YML081C-A","180","330","ATP synthase"
"YML081C-A","180","331","ATP synthase"
"YML081C-A","180","332","ATP synthase"
"YML081C-A","180","335","ATP synthase"
"YML081C-A","180","337","ATP synthase"
"YML081C-A","180","338","ATP synthase"
"YML081C-A","180","339","ATP synthase"
"YML081C-A","180","340","ATP synthase"
"YML081C-A","180","342","ATP synthase"
"YML081C-A","180","342","ATP synthase"
"YML081C-A","180","344","ATP synthase"
"YML081C-A","180","345","ATP synthase"
"YML081C-A","180","345","ATP synthase"
"YML081C-A","180","347","ATP synthase"
"YML081C-A","180","347","ATP synthase"
"YML081C-A","180","350","ATP synthase"
"YML081C-A","180","350","ATP synthase"
"YML081C-A","180","351","ATP synthase"
"YML081C-A","180","352","ATP synthase"
"YML081C-A","180","352","ATP synthase"
"YML081C-A","180","353","ATP synthase"
"YML081C-A","180","353","ATP synthase"
"YML081C-A","180","355","ATP synthase"
"YML081C-A","180","358","ATP synthase"
"YML081C-A","180","359","ATP synthase"
"YML081C-A","180","360","ATP synthase"
"YML081C-A","180","360","ATP synthase"
"YML081C-A","180","360","ATP synthase"
"YML081C-A","180","362","ATP synthase"
"YML081C-A","180","363","ATP synthase"
"YML081C-A","180","363","ATP synthase"
"YML081C-A","180","366","ATP synthase"
"YML081C-A","180","367","ATP synthase"
"YML081C-A","180","368","ATP synthase"
"YML081C-A","180","368","ATP synthase"
"YML081C-A","180","368","ATP synthase"
"YML081C-A","180","371","ATP synthase"
"YML081C-A","180","371","ATP synthase"
"YML081C-A","180","372","ATP synthase"
"YML081C-A","180","373","ATP synthase"
"YML081C-A","180","375","ATP synthase"
"YML081C-A","180","376","ATP synthase"
"YML081C-A","180","376","ATP synthase"
"YML081C-A","180","377","ATP synthase"
"YML081C-A","180","378","ATP synthase"
"YML081C-A","180","379","ATP synthase"
"YML081C-A","180","380","ATP synthase"
"YML081C-A","180","381","ATP synthase"
"YML081C-A","180","381","ATP synthase"
"YML081C-A","180","386","ATP synthase"
"YML081C-A","180","386","ATP synthase"
"YML081C-A","180","386","ATP synthase"
"YML081C-A","180","386","ATP synthase"
"YML081C-A","180","386","ATP synthase"
"YML081C-A","180","389","ATP synthase"
"YML081C-A","180","391","ATP synthase"
"YML081C-A","180","391","ATP synthase"
"YML081C-A","180","392","ATP synthase"
"YML081C-A","180","392","ATP synthase"
"YML081C-A","180","395","ATP synthase"
"YML081C-A","180","396","ATP synthase"
"YML081C-A","180","397","ATP synthase"
"YML081C-A","180","397","ATP synthase"
"YML081C-A","180","401","ATP synthase"
"YML081C-A","180","406","ATP synthase"
"YML081C-A","180","406","ATP synthase"
"YML081C-A","180","407","ATP synthase"
